"start","end","height","cover_type","cover_type_sub","genus","species","site","line","site_line","date","line_length"
14.8,16,10,"shrub","broadleaf_shrub","Illex","","O-2","L1","O-2L1",2024-06-21,1.2
16.1,16.9,11,"shrub","broadleaf_shrub","Illex","","O-2","L1","O-2L1",2024-06-21,0.799999999999997
16.91,17.9,12.5,"shrub","saw_palmetto","","","O-2","L1","O-2L1",2024-06-21,0.989999999999998
18.05,20,14,"shrub","saw_palmetto","","","O-2","L1","O-2L1",2024-06-21,1.95
0,0.3,6,"shrub","broadleaf_shrub","Rubus","","R-9","L4","R-9L4",2024-06-18,0.3
1.3,1.6,3,"shrub","broadleaf_shrub","Illex","","R-9","L4","R-9L4",2024-06-18,0.3
3.9,5,3,"shrub","broadleaf_shrub","Quercus","","R-9","L4","R-9L4",2024-06-18,1.1
5.05,5.5,3.5,"forb","forb_other","Blackroot","","R-9","L4","R-9L4",2024-06-18,0.45
7.5,8.65,4,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,1.15
9.2,9.9,4,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.700000000000001
10.8,11.25,4.5,"shrub","broadleaf_shrub","Lyonia","","R-9","L4","R-9L4",2024-06-18,0.449999999999999
11.26,11.6,3.5,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.34
11.8,12.2,2.5,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.399999999999999
12.5,12.7,2,"grass","bluestem","","","R-9","L4","R-9L4",2024-06-18,0.199999999999999
12.85,13.2,4.5,"grass","bluestem","","","R-9","L4","R-9L4",2024-06-18,0.35
13.4,14.5,1,"shrub","broadleaf_vine","Gelsium","","R-9","L4","R-9L4",2024-06-18,1.1
15.15,15.55,4,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.4
15.7,16,4,"forb","fern","","","R-9","L4","R-9L4",2024-06-18,0.300000000000001
16.1,16.75,5,"grass","bluestem","","","R-9","L4","R-9L4",2024-06-18,0.649999999999999
16.9,17.3,3,"forb","fern","","","R-9","L4","R-9L4",2024-06-18,0.400000000000002
17.6,17.8,2,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.199999999999999
18.2,18.5,3,"forb","fern","","","R-9","L4","R-9L4",2024-06-18,0.300000000000001
18.6,18.9,4,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.299999999999997
19,19.45,4,"forb","fern","","","R-9","L4","R-9L4",2024-06-18,0.449999999999999
19.8,20,3,"forb","forb_other","","","R-9","L4","R-9L4",2024-06-18,0.199999999999999
0,0.7,1,"shrub","broadleaf_vine","Gelsium","","R-9","L3","R-9L3",2024-06-18,0.7
1.7,2.75,7,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,1.05
2.8,3.2,3,"shrub","broadleaf_vine","Gelsium","","R-9","L3","R-9L3",2024-06-18,0.4
3.7,4.1,5.5,"forb","fern","","","R-9","L3","R-9L3",2024-06-18,0.399999999999999
4.9,5.1,3.5,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
6,6.25,4,"forb","fern","","","R-9","L3","R-9L3",2024-06-18,0.25
6.26,6.55,4,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.29
6.65,6.85,6,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
7.3,7.5,4.5,"forb","forb_other","","","R-9","L3","R-9L3",2024-06-18,0.2
7.65,7.85,6,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
8.2,8.75,5,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.550000000000001
9.1,9.3,2,"shrub","broadleaf_shrub","Rubus","","R-9","L3","R-9L3",2024-06-18,0.200000000000001
10.4,10.6,1,"grass","grass_other","","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
10.75,11.6,2.5,"shrub","broadleaf_shrub","Vaccinium","","R-9","L3","R-9L3",2024-06-18,0.85
12.15,12.4,4,"forb","fern","","","R-9","L3","R-9L3",2024-06-18,0.25
12.55,12.8,3,"shrub","broadleaf_shrub","Mix","Vaccinium/Illex","R-9","L3","R-9L3",2024-06-18,0.25
13,13.2,4,"shrub","broadleaf_shrub","Illex","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
14.4,14.6,1,"grass","grass_other","","","R-9","L3","R-9L3",2024-06-18,0.199999999999999
15,15.35,4,"forb","fern","","","R-9","L3","R-9L3",2024-06-18,0.35
15.7,16.25,4,"shrub","broadleaf_shrub","Illex","","R-9","L3","R-9L3",2024-06-18,0.550000000000001
16.3,16.9,5,"shrub","broadleaf_shrub","Illex","","R-9","L3","R-9L3",2024-06-18,0.599999999999998
16.95,17.2,5,"grass","bluestem","","","R-9","L3","R-9L3",2024-06-18,0.25
17.21,20,5,"shrub","broadleaf_shrub","Illex","","R-9","L3","R-9L3",2024-06-18,2.79
1.8,2.5,7,"shrub","broadleaf_shrub","Illex","","R-9","L2","R-9L2",2024-06-18,0.7
2.8,3.3,7,"shrub","saw_palmetto","","","R-9","L2","R-9L2",2024-06-18,0.5
3.31,6.7,6,"shrub","broadleaf_shrub","Illex","","R-9","L2","R-9L2",2024-06-18,3.39
6.71,7.1,8,"shrub","broadleaf_shrub","Rubus","","R-9","L2","R-9L2",2024-06-18,0.39
7.11,8.4,5.5,"shrub","broadleaf_shrub","Illex","","R-9","L2","R-9L2",2024-06-18,1.29
9.55,9.95,5,"grass","bluestem","","","R-9","L2","R-9L2",2024-06-18,0.399999999999999
10.05,10.4,3.5,"shrub","broadleaf_vine","Gelsium","","R-9","L2","R-9L2",2024-06-18,0.35
10.41,11.85,6,"shrub","broadleaf_shrub","Lyonia","","R-9","L2","R-9L2",2024-06-18,1.44
11.9,12.3,3,"shrub","broadleaf_vine","Gelsium","","R-9","L2","R-9L2",2024-06-18,0.4
13.2,13.4,3,"shrub","broadleaf_shrub","Illex","","R-9","L2","R-9L2",2024-06-18,0.200000000000001
13.6,13.85,5,"forb","forb_other","","","R-9","L2","R-9L2",2024-06-18,0.25
14.2,14.75,5,"shrub","saw_palmetto","","","R-9","L2","R-9L2",2024-06-18,0.550000000000001
16.4,16.7,3,"forb","forb_other","","","R-9","L2","R-9L2",2024-06-18,0.300000000000001
0.3,1.1,1,"shrub","broadleaf_vine","Gelsium","","R-9","L1","R-9L1",2024-06-18,0.8
3.25,3.75,4,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,0.5
4.2,5.9,6,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,1.7
6.05,6.4,4.5,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,0.350000000000001
6.65,7.4,4,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,0.75
8.1,8.8,6,"shrub","broadleaf_shrub","Lyonia","","R-9","L1","R-9L1",2024-06-18,0.700000000000001
8.81,9.5,5,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,0.69
9.71,10.5,4.5,"shrub","broadleaf_shrub","Mix","Rubus/Vaccinium","R-9","L1","R-9L1",2024-06-18,0.789999999999999
10.1,10.8,5,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,0.700000000000001
10.81,11.2,5,"shrub","broadleaf_shrub","Mix","Rubus/Illex","R-9","L1","R-9L1",2024-06-18,0.389999999999999
11.3,12.9,4,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,1.6
13.35,14.55,5,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,1.2
14.85,15.4,6,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,0.550000000000001
15.41,15.75,5.5,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,0.34
16.6,17.2,4.5,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,0.599999999999998
17.21,17.45,4,"forb","fern","","","R-9","L1","R-9L1",2024-06-18,0.239999999999998
17.46,18.05,4.5,"shrub","broadleaf_shrub","Illex","","R-9","L1","R-9L1",2024-06-18,0.59
19.6,20,6,"shrub","broadleaf_shrub","Lyonia","","R-9","L1","R-9L1",2024-06-18,0.399999999999999
0,0.8,5,"shrub","broadleaf_vine","Gelsium","","R-11","L4","R-11L4",2024-06-17,0.8
0.9,1.5,7,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.6
1.51,1.95,7,"shrub","broadleaf_shrub","Gordonia","","R-11","L4","R-11L4",2024-06-17,0.44
1.96,2.5,5,"shrub","broadleaf_shrub","Lyonia","","R-11","L4","R-11L4",2024-06-17,0.54
2.6,3.4,6,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.8
3.75,4.6,6,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.85
4.65,5.35,10,"shrub","broadleaf_shrub","Illex","","R-11","L4","R-11L4",2024-06-17,0.699999999999999
5.6,6.05,8.5,"shrub","broadleaf_shrub","Illex","","R-11","L4","R-11L4",2024-06-17,0.45
6.4,6.9,5,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.5
7.1,8,5,"grass","bluestem","","","R-11","L4","R-11L4",2024-06-17,0.9
8.01,8.85,1.5,"shrub","broadleaf_shrub","Kalmia","","R-11","L4","R-11L4",2024-06-17,0.84
8.86,10,4,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,1.14
10.5,11.3,7,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.800000000000001
11.55,11.85,5,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.299999999999999
12,12.55,7,"shrub","broadleaf_shrub","Illex","","R-11","L4","R-11L4",2024-06-17,0.550000000000001
13,13.4,7,"shrub","broadleaf_shrub","Illex","","R-11","L4","R-11L4",2024-06-17,0.4
14.1,16.7,5.5,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,2.6
16.8,17,8,"shrub","broadleaf_shrub","Illex","","R-11","L4","R-11L4",2024-06-17,0.199999999999999
17.15,18.2,7,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,1.05
18.4,18.9,5.5,"forb","fern","","","R-11","L4","R-11L4",2024-06-17,0.5
19,19.8,10,"shrub","saw_palmetto","","","R-11","L4","R-11L4",2024-06-17,0.800000000000001
0,1.8,5.5,"forb","fern","","","R-11","L3","R-11L3",2024-06-17,1.8
1.81,2.1,4.5,"shrub","broadleaf_shrub","Lyonia","","R-11","L3","R-11L3",2024-06-17,0.29
2.2,2.9,6.5,"shrub","broadleaf_shrub","Lyonia","","R-11","L3","R-11L3",2024-06-17,0.7
2.91,3.4,15,"shrub","broadleaf_shrub","Lyonia","","R-11","L3","R-11L3",2024-06-17,0.49
3.6,6.5,17,"shrub","broadleaf_shrub","Illex","","R-11","L3","R-11L3",2024-06-17,2.9
6.51,7.1,14,"shrub","broadleaf_shrub","Lyonia","","R-11","L3","R-11L3",2024-06-17,0.59
7.11,9.75,19,"shrub","broadleaf_shrub","Illex","","R-11","L3","R-11L3",2024-06-17,2.64
9.76,10,11,"shrub","broadleaf_shrub","Morella","","R-11","L3","R-11L3",2024-06-17,0.24
0,0.7,7,"forb","fern","","","R-11","L2","R-11L2",2024-06-17,0.7
0.71,1.1,5.5,"shrub","broadleaf_shrub","Gordonia","","R-11","L2","R-11L2",2024-06-17,0.39
1.3,2.2,8,"shrub","broadleaf_shrub","Lyonia","","R-11","L2","R-11L2",2024-06-17,0.9
2.21,2.85,11,"shrub","broadleaf_shrub","Gordonia","","R-11","L2","R-11L2",2024-06-17,0.64
3,3.8,4,"shrub","broadleaf_vine","Gelsium","","R-11","L2","R-11L2",2024-06-17,0.8
4.2,4.65,3,"shrub","broadleaf_vine","Gelsium","","R-11","L2","R-11L2",2024-06-17,0.45
4.8,5,6,"shrub","broadleaf_shrub","Illex","","R-11","L2","R-11L2",2024-06-17,0.2
5.15,5.65,2,"forb","fern","","","R-11","L2","R-11L2",2024-06-17,0.5
5.7,6,7.5,"shrub","broadleaf_shrub","Illex","","R-11","L2","R-11L2",2024-06-17,0.3
6.2,7.25,9.5,"shrub","broadleaf_shrub","Cliftonia","","R-11","L2","R-11L2",2024-06-17,1.05
7.5,7.85,3.5,"shrub","broadleaf_shrub","Gordonia","","R-11","L2","R-11L2",2024-06-17,0.35
8.2,8.6,3,"grass","bluestem","","","R-11","L2","R-11L2",2024-06-17,0.4
9.4,9.75,4,"shrub","broadleaf_shrub","Gordonia","","R-11","L2","R-11L2",2024-06-17,0.35
10.1,10.45,3,"grass","bluestem","","","R-11","L2","R-11L2",2024-06-17,0.35
10.46,10.8,3,"shrub","broadleaf_shrub","Lyonia","","R-11","L2","R-11L2",2024-06-17,0.34
12.65,12.85,5,"shrub","broadleaf_shrub","Lyonia","","R-11","L2","R-11L2",2024-06-17,0.199999999999999
13.65,14,6,"grass","bluestem","","","R-11","L2","R-11L2",2024-06-17,0.35
14.1,14.5,4.5,"grass","bluestem","","","R-11","L2","R-11L2",2024-06-17,0.4
14.51,14.8,3,"forb","fern","","","R-11","L2","R-11L2",2024-06-17,0.290000000000001
15,15.35,4.5,"grass","bluestem","","","R-11","L2","R-11L2",2024-06-17,0.35
15.36,18.1,3.5,"shrub","broadleaf_shrub","Lyonia","","R-11","L2","R-11L2",2024-06-17,2.74
18.5,18.8,3,"shrub","broadleaf_shrub","Gordonia","","R-11","L2","R-11L2",2024-06-17,0.300000000000001
19.1,19.4,3,"grass","grass_other","","","R-11","L2","R-11L2",2024-06-17,0.299999999999997
0.3,1,8,"shrub","broadleaf_shrub","Cliftonia","","R-11","L1","R-11L1",2024-06-17,0.7
1.2,3.6,9,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,2.4
3.7,5.15,16,"shrub","broadleaf_shrub","Illex","","R-11","L1","R-11L1",2024-06-17,1.45
5.2,5.55,5.5,"forb","fern","","","R-11","L1","R-11L1",2024-06-17,0.35
5.65,6.9,5,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,1.25
6.95,7.2,4.5,"shrub","broadleaf_shrub","Gordonia","","R-11","L1","R-11L1",2024-06-17,0.25
7.21,8.6,9,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,1.39
8.7,9.3,7,"forb","fern","","","R-11","L1","R-11L1",2024-06-17,0.600000000000001
9.31,9.65,11,"shrub","broadleaf_shrub","Gordonia","","R-11","L1","R-11L1",2024-06-17,0.34
9.66,12.6,5,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,2.94
12.61,13.2,7,"shrub","broadleaf_shrub","Illex","","R-11","L1","R-11L1",2024-06-17,0.59
13.5,14.25,4.5,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,0.75
14.26,14.55,4,"shrub","broadleaf_shrub","Gordonia","","R-11","L1","R-11L1",2024-06-17,0.290000000000001
15.1,15.4,3,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,0.300000000000001
15.4,16.6,7,"shrub","broadleaf_shrub","Illex","","R-11","L1","R-11L1",2024-06-17,1.2
17.2,17.5,3.5,"shrub","broadleaf_shrub","Illex","","R-11","L1","R-11L1",2024-06-17,0.300000000000001
17.51,17.95,4,"grass","bluestem","","","R-11","L1","R-11L1",2024-06-17,0.439999999999998
18,18.5,5,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,0.5
18.7,19,6,"grass","bluestem","","","R-11","L1","R-11L1",2024-06-17,0.300000000000001
19.01,19.4,4,"shrub","broadleaf_shrub","Lyonia","","R-11","L1","R-11L1",2024-06-17,0.389999999999997
19.41,19.89,6,"grass","bluestem","","","R-11","L1","R-11L1",2024-06-17,0.48
2.1,2.65,5,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,0.55
2.8,3.9,8,"shrub","saw_palmetto","","","R-1","L4","R-1L4",2024-06-17,1.1
4.1,4.5,7.5,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,0.4
4.8,5.3,8,"shrub","broadleaf_shrub","Quercus","","R-1","L4","R-1L4",2024-06-17,0.5
5.55,5.8,4.5,"shrub","broadleaf_shrub","Mix","Gaylusssacia/Vaccinum/Quercus","R-1","L4","R-1L4",2024-06-17,0.25
5.81,6.8,6,"shrub","broadleaf_shrub","Castanea","","R-1","L4","R-1L4",2024-06-17,0.99
6.81,7.25,9.5,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,0.44
7.4,8.1,5,"shrub","broadleaf_shrub","Quercus","","R-1","L4","R-1L4",2024-06-17,0.699999999999999
8.11,8.8,12,"shrub","saw_palmetto","","","R-1","L4","R-1L4",2024-06-17,0.690000000000001
8.95,9.9,10,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,0.950000000000001
9.8,10.2,10,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,0.399999999999999
10.21,11.45,11,"shrub","saw_palmetto","","","R-1","L4","R-1L4",2024-06-17,1.24
11.65,12.9,15,"shrub","broadleaf_shrub","Quercus","","R-1","L4","R-1L4",2024-06-17,1.25
12.91,15.3,12.5,"shrub","saw_palmetto","","","R-1","L4","R-1L4",2024-06-17,2.39
15.31,16.4,9.5,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,1.09
16.6,17.6,12,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,1
17.6,17.9,5,"shrub","broadleaf_shrub","Gaylussacia","","R-1","L4","R-1L4",2024-06-17,0.299999999999997
18.25,18.7,4.5,"shrub","broadleaf_shrub","Gaylussacia","","R-1","L4","R-1L4",2024-06-17,0.449999999999999
18.71,20,11,"shrub","broadleaf_shrub","Illex","","R-1","L4","R-1L4",2024-06-17,1.29
0.9,1.9,9,"shrub","saw_palmetto","","","R-1","L3","R-1L3",2024-06-17,1
2,2.3,8,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,0.3
2.35,2.7,9.5,"conifer","pine","","","R-1","L3","R-1L3",2024-06-17,0.35
2.8,3.45,13,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.65
3.7,4.5,9,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.8
4.6,5.6,11,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,1
5.65,7.25,9,"shrub","broadleaf_shrub","Castanea","","R-1","L3","R-1L3",2024-06-17,1.6
7.3,8.05,18,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,0.750000000000001
8.06,8.5,10,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.44
8.55,9,15,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,0.449999999999999
9.01,9.55,4.5,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,0.540000000000001
10.25,10.65,8,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.4
11.1,11.5,7.5,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.4
11.51,12.2,19,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,0.69
12.21,14.6,13,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,2.39
14.8,15.2,7,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.399999999999999
15.4,17.2,19,"shrub","broadleaf_shrub","Quercus","","R-1","L3","R-1L3",2024-06-17,1.8
18.1,18.6,8,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.5
19.1,19.7,9,"shrub","broadleaf_shrub","Illex","","R-1","L3","R-1L3",2024-06-17,0.599999999999998
19.7,20,9.5,"shrub","broadleaf_shrub","Gaylussacia","","R-1","L3","R-1L3",2024-06-17,0.300000000000001
0.5,5.4,12,"shrub","saw_palmetto","","","R-1","L2","R-1L2",2024-06-17,4.9
5.55,5.85,9.5,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.3
5.86,6.4,10,"shrub","broadleaf_shrub","Castanea","","R-1","L2","R-1L2",2024-06-17,0.54
6.66,7.15,5,"forb","fern","","","R-1","L2","R-1L2",2024-06-17,0.49
7.16,7.8,9,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.64
7.81,8.8,3,"shrub","broadleaf_shrub","Vaccinium","","R-1","L2","R-1L2",2024-06-17,0.990000000000001
8.81,9.2,9.5,"shrub","broadleaf_shrub","Quercus","","R-1","L2","R-1L2",2024-06-17,0.389999999999999
9.21,9.8,8,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.59
9.81,11.2,11,"shrub","saw_palmetto","","","R-1","L2","R-1L2",2024-06-17,1.39
11.21,13.05,10,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,1.84
13.1,13.45,5,"shrub","broadleaf_shrub","Quercus","","R-1","L2","R-1L2",2024-06-17,0.35
13.46,14,7,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.539999999999999
14.1,14.7,8,"shrub","broadleaf_shrub","Quercus","","R-1","L2","R-1L2",2024-06-17,0.6
14.71,15.4,11,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.69
15.6,16.3,10,"shrub","saw_palmetto","","","R-1","L2","R-1L2",2024-06-17,0.700000000000001
16.31,16.9,10.5,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.59
16.91,17.6,13,"shrub","broadleaf_shrub","Quercus","","R-1","L2","R-1L2",2024-06-17,0.690000000000001
17.7,18.5,7,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,0.800000000000001
18.51,20,11,"shrub","broadleaf_shrub","Illex","","R-1","L2","R-1L2",2024-06-17,1.49
0.65,1.25,5,"shrub","broadleaf_shrub","Quercus","","R-1","L1","R-1L1",2024-06-17,0.6
1.55,2.1,2,"shrub","broadleaf_shrub","Gay","","R-1","L1","R-1L1",2024-06-17,0.55
2.11,7.6,10,"shrub","broadleaf_shrub","Illex","","R-1","L1","R-1L1",2024-06-17,5.49
7.9,8.2,7.5,"shrub","broadleaf_shrub","Illex","","R-1","L1","R-1L1",2024-06-17,0.299999999999999
8.21,9.3,12,"shrub","broadleaf_shrub","Quercus","","R-1","L1","R-1L1",2024-06-17,1.09
9.31,10.6,13,"shrub","broadleaf_shrub","Illex","","R-1","L1","R-1L1",2024-06-17,1.29
10.61,12.5,11,"shrub","broadleaf_shrub","Quercus","","R-1","L1","R-1L1",2024-06-17,1.89
12.51,13.2,14,"shrub","broadleaf_shrub","Illex","","R-1","L1","R-1L1",2024-06-17,0.69
13.21,15.45,14,"shrub","saw_palmetto","","","R-1","L1","R-1L1",2024-06-17,2.24
15.46,18.1,13.5,"shrub","broadleaf_shrub","Illex","","R-1","L1","R-1L1",2024-06-17,2.64
18.11,20,18,"shrub","broadleaf_shrub","Quercus","","R-1","L1","R-1L1",2024-06-17,1.89
0,1.2,8,"forb","fern","","","T-9","L4","T-9L4",2024-06-16,1.2
2.7,3.5,20,"conifer","pine","","","T-9","L4","T-9L4",2024-06-16,0.8
4.95,5.6,4,"shrub","broadleaf_vine","Gelseium","","T-9","L4","T-9L4",2024-06-16,0.649999999999999
5.8,7.2,10,"forb","fern","","","T-9","L4","T-9L4",2024-06-16,1.4
9.6,12.2,7,"forb","fern","","","T-9","L4","T-9L4",2024-06-16,2.6
12.8,13.3,11,"shrub","broadleaf_shrub","Morella","","T-9","L4","T-9L4",2024-06-16,0.5
13.31,14.1,15,"shrub","broadleaf_shrub","Illex","","T-9","L4","T-9L4",2024-06-16,0.789999999999999
14.11,15.7,5,"forb","fern","","","T-9","L4","T-9L4",2024-06-16,1.59
16.1,17.5,8,"forb","fern","","","T-9","L4","T-9L4",2024-06-16,1.4
19,20,10,"shrub","broadleaf_shrub","Rubus","","T-9","L4","T-9L4",2024-06-16,1
0.6,1.7,6.5,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,1.1
2.1,3.7,7.5,"shrub","broadleaf_shrub","Rubus","","T-9","L3","T-9L3",2024-06-16,1.6
4.15,4.7,4,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,0.55
4.9,5.1,9,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,0.199999999999999
5.15,5.8,12,"shrub","broadleaf_shrub","Vaccinium","","T-9","L3","T-9L3",2024-06-16,0.649999999999999
6.7,7.5,4,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,0.8
7.51,7.9,8,"shrub","broadleaf_shrub","Rubus","","T-9","L3","T-9L3",2024-06-16,0.390000000000001
8.15,9.8,8,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,1.65
10.2,10.4,6,"grass","bluestem","","","T-9","L3","T-9L3",2024-06-16,0.200000000000001
10.6,11.45,7,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,0.85
15,15.25,4,"shrub","broadleaf_shrub","Illex","","T-9","L3","T-9L3",2024-06-16,0.25
15.8,16.4,7.5,"shrub","broadleaf_shrub","Illex","","T-9","L3","T-9L3",2024-06-16,0.599999999999998
18.9,19.5,7,"forb","fern","","","T-9","L3","T-9L3",2024-06-16,0.600000000000001
19.51,20,6,"shrub","broadleaf_vine","Muscadina","","T-9","L3","T-9L3",2024-06-16,0.489999999999998
1.5,2.3,6.5,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,0.8
2.8,3.1,5,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,0.3
4.1,4.4,9,"shrub","broadleaf_shrub","Rubus","","T-9","L2","T-9L2",2024-06-16,0.300000000000001
4.8,5.8,5.5,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,1
6.4,8.1,11,"shrub","broadleaf_shrub","Rubus","","T-9","L2","T-9L2",2024-06-16,1.7
8.2,8.6,9,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,0.4
9.1,13.2,14,"shrub","broadleaf_shrub","Rubus","","T-9","L2","T-9L2",2024-06-16,4.1
13.8,14.3,7,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,0.5
15.4,17.2,8,"forb","fern","","","T-9","L2","T-9L2",2024-06-16,1.8
17.35,17.7,9,"shrub","broadleaf_shrub","Rubus","","T-9","L2","T-9L2",2024-06-16,0.349999999999998
18.15,19,11,"shrub","broadleaf_shrub","Rubus","","T-9","L2","T-9L2",2024-06-16,0.850000000000001
0.2,1.5,5,"forb","fern","","","T-9","L1","T-9L1",2024-06-16,1.3
2.2,7.3,8,"forb","fern","","","T-9","L1","T-9L1",2024-06-16,5.1
7.7,11.4,11,"shrub","broadleaf_shrub","Rubus","","T-9","L1","T-9L1",2024-06-16,3.7
12,12.6,12.7,"shrub","broadleaf_vine","Musscadina","","T-9","L1","T-9L1",2024-06-16,0.6
18,20,12,"forb","fern","","","T-9","L1","T-9L1",2024-06-16,2
0,0.5,4,"forb","forb_other","","","M-6","L4","M-6L4",2024-06-01,0.5
1.1,1.3,5,"grass","grass_other","","","M-6","L4","M-6L4",2024-06-01,0.2
1.4,2.6,6,"forb","forb_other","","","M-6","L4","M-6L4",2024-06-01,1.2
2.7,4.35,5,"forb","forb_other","","","M-6","L4","M-6L4",2024-06-01,1.65
4.4,6,8,"grass","grass_other","","","M-6","L4","M-6L4",2024-06-01,1.6
