sp.codes,how,dist,min,dir,num,site,date,vist,season,sky,wind,noise,time,temp,comment
NOCA,S,1,0,S,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
PASSERINE SP. ,C,1,0,N,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
WITU,C,2,0,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
NOBO,S,2,0,W,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
CARW,S,1,0,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
AMCR,C,2,0,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
EATO,S,3,1,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
NOCA,S,2,2,N,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
YBCU,C,3,3,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
MODO,S,3,3,E,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
NOMO,S,3,1,W,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
GCFL,C,3,6,N,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
EAME,S,3,8,W,1,M-12,2024-05-05,2,SPRING,2,0,2,7:25,67,
INBU,S,1,0,E,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
AMCR,C,2,0,S,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
CARW,S,3,1,E,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
TUTI,S,3,3,E,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
EATO,C,2,4,W,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
NOCA,S,2,4,S,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
AMCR,C,2,5,E,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
RSHA,C,2,6,E,1,M-12,2024-04-28,1,SPRING,2,2,1,9:57,71,
CARW,S,3,0,S,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
EATO,S,1,0,E,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
WEVI,S,1,0,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
NOCA,S,2,0,E,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
BGGN,C,2,0,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
INBU,S,2,0,N,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
RBWO,C,2,1,E,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
EATO,S,3,1,N,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
RSHA,C,3,2,S,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
BLJA,C,3,2,S,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
YTWA,S,3,2,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
YBCU,C,2,4,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
CHSW,C,3,4,N,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
PRAW,S,3,6,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
PIWA,S,1,8,S,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
GCFL,C,2,9,W,1,R-10,2024-06-05,1,SUMMER,1,1,1,9:44,81,
SUTA,S,1,0,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
WEVI,S,1,0,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
FICR,C,2,0,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
COYE,S,1,0,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
EATO,S,1,0,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
WEVI,S,1,0,E,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
GCFL,C,2,0,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
CARW,S,1,0,S,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
CHSW,C,2,1,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
RBWO,C,1,1,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
NOBO,S,2,2,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
NOBO,S,1,2,N,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
MODO,S,2,3,S,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
INBU,S,1,3,E,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
BHCO,S,1,4,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
CARW,S,2,6,W,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
NOCA,S,1,6,E,1,R-10,2024-06-05,2,SUMMER,0,0,1,7:46,73,
YTVI,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
 CARW,S,1,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
PRAW,S,1,0,N,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
EATO,S,1,0,N,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
SUTA,S,2,0,E,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
EATO,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
RBWO,S,2,0,E,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
PRAW,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
YTWA,S,2,0,N,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
PIWA,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
PIWA,S,1,0,N,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
INBU,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
HOWA,S,2,0,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
RSHA,C,2,2,W,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
WEVI,S,1,2,S,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
TUTI,S,1,3,N,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
NOCA,S,2,3,E,1,R-9,2024-06-05,1,SUMMER,1,1,0,9:27,80,
COYE,S,1,0,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
EATO,S,1,0,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
INBU,S,1,0,W,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
CARW,S,2,0,W,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
AMCR,C,2,0,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
INBU,S,1,1,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
WEVI,S,0,1,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
WEVI,S,1,1,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
WEVI,S,1,1,W,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
PRAW,S,1,2,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
RBWO,C,2,3,W,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
EATO,S,1,3,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
CARW,S,3,3,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
CARW,S,2,3,W,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
NOBO,S,1,3,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
BLGR,S,2,4,E,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
NOBO,S,1,4,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
NOCA,S,1,4,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
RHWO,C,2,7,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
PIWA,S,0,9,N,1,R-9,2024-06-15,2,SUMMER,0,0,0,8:04,75,
WEVI,S,1,0,S,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
CARW,S,2,0,S,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
WEVI,S,1,0,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
COYE,S,1,0,W,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
NOCA,S,2,0,E,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
FICR,C,1,0,E,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
EATO,S,2,0,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
PRAW,S,2,0,W,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
BGGN,S,1,1,E,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
EATO,S,1,2,S,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
INBU,S,2,2,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
NOBO,S,3,2,S,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
PRAW,S,1,2,S,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
COYE,S,1,2,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
CARW,C,1,4,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
NOBO,S,2,5,E,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
CHSW,C,1,8,E,2,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
BLJA,C,2,8,N,1,R-13,2024-05-05,1,SUMMER,0,0,1,8:26,75,
BLGR,S,1,0,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
YBCH,S,1,0,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
CARW,S,2,0,W,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
INBU,S,1,0,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
EATO,S,1,0,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
COYE,S,0,0,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
NOCA,S,1,0,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
RBWO,C,2,1,W,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
AMCR,C,3,1,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
CARW,S,2,1,S,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
INBU,S,2,2,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
RBWO,C,1,2,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
NOBO,S,1,2,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
BLJA,C,2,4,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
NOBO,S,2,5,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
EATO,C,1,5,W,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
COYE,S,2,6,W,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
FICR,C,2,6,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
WEVI,S,1,9,W,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
RHWO,C,1,9,N,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
RHWO,C,2,9,E,1,R-11,2024-06-15,2,SUMMER,3,0,0,7:25,71,
INBU,S,1,0,N,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
EATO,S,2,0,E,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
PRAW,S,0,0,N,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
SUTA,S,2,0,W,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
NOBO,S,1,0,E,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
EATO,S,1,0,W,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
INBU,S,2,0,W,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
BLGR,S,2,0,S,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
NOBO,S,1,1,N,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
WEVI,S,2,2,W,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
COYE,S,2,2,S,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
BACS,S,2,2,W,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
EATO,S,1,4,S,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
CHSW,C,2,7,N,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
BRTH,S,2,7,E,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
RBWO,C,2,8,S,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
CARW,S,3,8,E,1,R-11,2024-06-05,1,SUMMER,0,1,0,9:11,78,
EATO,S,0,0,S,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
INBU,S,0,0,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
INBU,S,1,0,N,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
EATO,S,0,0,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
WEVI,S,1,0,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
BLGR,S,0,0,N,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
COYE,S,0,0,N,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
CGDO,S,2,0,S,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
NOCA,S,1,0,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
CARW,S,2,1,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
BGGN,C,1,2,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
RBWO,C,2,4,E,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
SUTA,S,1,4,N,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
NOBO,S,2,6,E,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
AMCR,C,3,9,W,1,R-13,2024-06-15,2,SUMMER,3,0,0,6:55,70,
EATO,C,3,0,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
EATO,C,3,0,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
YBCH,S,2,0,S,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
INBU,S,2,0,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
WEVI,S,1,0,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
PRAW,S,2,1,N,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
EATO,S,2,1,N,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
PRAW,S,1,1,S,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
NOBO,S,2,1,N,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
SUTA,S,2,1,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
NOMO,S,2,2,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
RBWO,C,2,2,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
BLGR,S,2,2,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
PIWO,C,3,2,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
BACS,S,1,3,S,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
RHWO,C,2,4,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
CARW,S,2,4,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
COYE,S,2,5,E,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
BACS,S,2,6,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
NOBO,S,2,7,S,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
NOBO,S,2,7,W,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
NOCA,S,2,8,S,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
MIKI,X,3,8,N,1,R-12,2024-06-05,1,SUMMER,0,1,0,8:47,78,
YBCH,S,2,0,S,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
CARW,S,2,0,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
INBU,S,1,0,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
BACS,S,0,0,W,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
WEVI,S,1,0,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
NOCA,S,1,0,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
PRAW,S,1,0,W,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
NOBO,S,1,0,W,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
SUTA,S,1,0,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
NOBO,S,1,2,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
MODO,S,2,3,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
WHIB,X,1,3,W,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
BLGR,S,2,3,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
CGDO,S,2,3,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
INBU,S,2,4,E,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
BACS,S,2,5,W,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
EATO,S,1,6,S,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
EATO,S,2,6,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
RBWO,C,2,7,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
BLGR,S,1,7,N,1,R-12,2024-06-15,2,SUMMER,0,0,0,6:25,69,
WEVI,S,1,0,S,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
EATO,C,1,0,W,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
EATO,C,1,0,N,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
EATO,C,2,0,S,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
INBU,C,2,0,S,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
CARW,S,2,0,E,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
COGR,C,1,0,N,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
BLGR,S,1,1,N,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
PRAW,S,0,2,N,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
BRTH,S,2,3,E,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
NOCA,S,1,4,S,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
CONI,C,2,5,N,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
PUMA,C,2,6,W,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
CONI,X,1,9,W,1,R-1,2024-06-05,1,SUMMER,0,0,3,6:27,70,
EATO,S,1,0,W,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
EATO,S,0,0,N,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
EATO,S,0,0,S,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
PRAW,S,0,0,N,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
CONI,C,3,0,E,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
NOCA,S,2,0,W,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
EABL,C,2,1,E,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
MODO,S,2,1,S,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
INBU,S,1,2,N,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
WEVI,S,1,2,W,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
CARW,S,3,3,W,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
PIWA,S,2,8,W,1,R-1,2024-06-15,2,SUMMER,0,1,1,10:32,87,
EATO,C,1,0,E,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
EATO,C,1,0,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
WEVI,S,1,0,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
INBU,S,1,0,E,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
CARW,S,2,0,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
COYE,S,1,0,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
EATO,C,1,0,W,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
CHSW,C,1,1,E,2,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
BLGR,C,1,1,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
NOCA,S,2,1,E,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
COGR,C,2,1,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
WEVI,S,1,2,S,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
NOPA,S,1,2,W,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
BRTH,S,2,7,S,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
EABL,C,1,8,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
BLGR,S,2,9,E,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
PIWA,S,1,9,N,1,R-2,2024-06-05,1,SUMMER,0,0,2,6:52,72,
EATO,S,1,0,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
NOCA,S,2,0,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
BACS,S,2,0,E,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
INBU,S,2,0,N,2,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
COYE,S,1,0,W,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
WEVI,S,0,0,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
WEVI,S,1,1,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
NOCA,S,2,1,W,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
CARW,S,2,3,W,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
CARW,S,2,3,E,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
EATO,S,2,6,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
RBWO,C,3,7,W,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
COYE,S,2,7,S,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
TUVU,X,0,9,N,1,R-2,2024-06-15,2,SUMMER,0,1,0,10:04,84,
EATO,C,0,0,W,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
EATO,S,1,0,S,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
BACS,S,1,0,N,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
WEVI,S,0,0,W,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
NOBO,S,1,0,E,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
SUTA,S,2,0,S,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
AMCR,C,2,0,E,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
NOCA,C,0,0,W,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
YBCU,C,2,1,W,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
CARW,S,2,1,N,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
NOCA,S,2,2,S,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
PRAW,S,2,3,W,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
BACS,S,1,3,S,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
ANHI,X,3,4,W,4,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
BRTH,S,1,7,S,1,R-3,2024-06-15,2,SUMMER,0,1,0,9:36,82,
BACS,S,1,0,W,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
CARW,S,2,0,W,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
SUTA,S,1,0,S,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
CARW,S,2,0,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
PIWA,S,2,0,E,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
WEVI,S,1,0,W,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
NOCA,S,2,0,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
EATO,C,1,1,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
INBU,S,2,2,S,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
EATO,C,1,1,W,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
EATO,C,2,2,E,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
GCFL,C,2,2,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
PRAW,S,2,2,E,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
WEVI,S,1,1,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
EATO,C,1,1,S,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
TUTI,S,1,1,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
COGR,C,2,2,N,1,R-3,2024-06-05,1,SUMMER,0,0,1,7:27,74,
CARW,S,0,0,W,1,R-6,2024-06-15,2,SUMMER,0,1,0,9:08,80,
WEVI,S,0,0,W,1,R-6,2024-06-15,2,SUMMER,0,1,0,9:08,80,
EATO,S,1,0,N,1,R-6,2024-06-15,2,SUMMER,0,1,0,9:08,80,
NOCA,S,2,0,W,1,R-6,2024-06-15,2,SUMMER,0,1,0,9:08,80,
EATO,S,1,0,W,1,R-6,2024-06-15,2,SUMMER,0,1,0,9:08,80,
