start,end,height,cover_type,cover_type_sub,genus,species,site,line,site_line,date
13.90,14.80,17.00,shrub,broadleaf_shrub,Quercus,,R-2,L2,R-2L2,2024-05-24
14.81,15.95,10.05,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
15.90,16.20,13.00,shrub,broadleaf_shrub,Vaccinium,,R-2,L2,R-2L2,2024-05-24
16.21,18.60,12.00,shrub,saw_palmetto,,,R-2,L2,R-2L2,2024-05-24
18.61,20.00,9.50,shrub,broadleaf_shrub,Illex/Vaccinium,,R-2,L2,R-2L2,2024-05-24
0.20,0.70,7.00,shrub,broadleaf_shrub,Illex,,R-2,L1,R-2L1,2024-05-24
0.90,1.20,8.00,shrub,broadleaf_shrub,Illex,,R-2,L1,R-2L1,2024-05-24
1.30,2.30,9.00,shrub,saw_palmetto,,,R-2,L1,R-2L1,2024-05-24
2.60,3.10,4.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
3.15,3.45,9.00,shrub,broadleaf_shrub,Lyonia,,R-2,L1,R-2L1,2024-05-24
3.70,4.20,12.00,shrub,broadleaf_shrub,Lyonia,,R-2,L1,R-2L1,2024-05-24
4.30,5.20,5.50,forb,fern,,,R-2,L1,R-2L1,2024-05-24
5.50,7.00,12.00,shrub,saw_palmetto,,,R-2,L1,R-2L1,2024-05-24
7.50,8.30,5.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
8.50,8.90,5.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
9.70,10.10,4.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
11.95,12.30,4.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
12.80,13.20,3.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
13.65,14.10,2.00,shrub,broadleaf_shrub,Gaylussacia,,R-2,L1,R-2L1,2024-05-24
15.00,15.30,4.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
15.60,16.60,2.00,shrub,broadleaf_shrub,Gaylussacia,,R-2,L1,R-2L1,2024-05-24
16.61,17.60,5.50,forb,fern,,,R-2,L1,R-2L1,2024-05-24
17.90,18.70,5.50,forb,fern,,,R-2,L1,R-2L1,2024-05-24
17.71,19.10,3.00,shrub,broadleaf_shrub,Gaylussacia,,R-2,L1,R-2L1,2024-05-24
19.10,20.00,5.00,forb,fern,,,R-2,L1,R-2L1,2024-05-24
0.60,0.80,2.00,grass,grass_other,,,O-5,L4,O-5L4,2024-06-23
1.25,1.50,3.00,forb,fern,,,O-5,L4,O-5L4,2024-06-23
1.54,2.80,6.00,shrub,saw_palmetto,,,O-5,L4,O-5L4,2024-06-23
3.95,4.20,2.50,shrub,broadleaf_shrub,Illex/Vaccinium,,O-5,L4,O-5L4,2024-06-23
5.30,5.70,6.00,shrub,saw_palmetto,,,O-5,L4,O-5L4,2024-06-23
6.35,6.55,2.00,shrub,broadleaf_vine,,,O-5,L4,O-5L4,2024-06-23
8.10,8.30,3.00,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
11.00,11.30,2.00,grass,grass_other,,,O-5,L4,O-5L4,2024-06-23
11.50,11.70,3.50,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
11.90,12.20,3.00,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
12.35,12.55,3.00,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
13.05,14.20,2.50,shrub,broadleaf_shrub,Illex/Quercus/Gaylussacia,,O-5,L4,O-5L4,2024-06-23
15.40,15.70,3.00,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
15.90,16.40,3.00,shrub,broadleaf_shrub,Illex/Quercus/Gaylussacia,,O-5,L4,O-5L4,2024-06-23
17.35,17.80,3.50,shrub,broadleaf_shrub,Illex/Quercus/Vaccinium,,O-5,L4,O-5L4,2024-06-23
17.90,18.20,3.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-5,L4,O-5L4,2024-06-23
18.60,18.90,3.50,shrub,broadleaf_shrub,Illex,,O-5,L4,O-5L4,2024-06-23
18.91,20.00,7.00,shrub,saw_palmetto,,,O-5,L4,O-5L4,2024-06-23
2.00,2.70,7.00,shrub,saw_palmetto,,,O-5,L3,O-5L3,2024-06-23
3.60,3.80,3.50,forb,fern,,,O-5,L3,O-5L3,2024-06-23
4.25,4.70,3.50,shrub,broadleaf_shrub,Quercus,,O-5,L3,O-5L3,2024-06-23
4.95,5.20,3.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-5,L3,O-5L3,2024-06-23
5.70,6.25,4.50,shrub,broadleaf_shrub,Illex/Quercus,,O-5,L3,O-5L3,2024-06-23
7.30,7.50,3.00,shrub,broadleaf_shrub,Illex/Quercus,,O-5,L3,O-5L3,2024-06-23
8.10,8.30,4.00,shrub,broadleaf_shrub,Illex,,O-5,L3,O-5L3,2024-06-23
8.60,8.80,7.00,shrub,saw_palmetto,,,O-5,L3,O-5L3,2024-06-23
10.45,11.30,3.00,shrub,broadleaf_shrub,Illex,,O-5,L3,O-5L3,2024-06-23
12.70,13.00,4.00,forb,fern,,,O-5,L3,O-5L3,2024-06-23
15.35,15.75,3.00,forb,fern,,,O-5,L3,O-5L3,2024-06-23
16.65,17.25,2.00,shrub,broadleaf_shrub,Illex,,O-5,L3,O-5L3,2024-06-23
17.70,19.00,8.50,shrub,saw_palmetto,,,O-5,L3,O-5L3,2024-06-23
19.10,19.60,4.00,shrub,broadleaf_shrub,Illex,,O-5,L3,O-5L3,2024-06-23
1.40,1.70,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
2.00,2.20,3.00,shrub,broadleaf_shrub,Illex/Quercus,,O-5,L2,O-5L2,2024-06-23
2.70,3.25,3.00,shrub,broadleaf_shrub,Quercus,,O-5,L2,O-5L2,2024-06-23
3.95,4.30,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
4.30,4.60,4.00,grass,wiregrass,,,O-5,L2,O-5L2,2024-06-23
5.25,5.50,2.00,shrub,broadleaf_shrub,Illex/Quercus,,O-5,L2,O-5L2,2024-06-23
6.10,6.35,6.50,shrub,saw_palmetto,,,O-5,L2,O-5L2,2024-06-23
6.75,7.50,3.00,shrub,broadleaf_shrub,Illex/Quercus/Vaccinium,,O-5,L2,O-5L2,2024-06-23
7.75,8.00,4.50,forb,fern,,,O-5,L2,O-5L2,2024-06-23
9.20,9.40,4.50,shrub,saw_palmetto,,,O-5,L2,O-5L2,2024-06-23
10.70,11.05,4.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
11.30,11.60,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
12.30,12.80,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
13.80,14.15,4.00,shrub,saw_palmetto,Illex,,O-5,L2,O-5L2,2024-06-23
14.30,14.50,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
15.60,16.00,4.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
16.60,17.00,4.50,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
17.80,18.20,5.50,shrub,saw_palmetto,,,O-5,L2,O-5L2,2024-06-23
19.80,20.00,3.00,shrub,broadleaf_shrub,Illex,,O-5,L2,O-5L2,2024-06-23
1.30,1.60,3.00,forb,fern,,,O-5,L1,O-5L1,2024-06-23
1.65,1.85,2.00,shrub,broadleaf_shrub,Morella,,O-5,L1,O-5L1,2024-06-23
2.95,3.30,3.00,shrub,broadleaf_shrub,Illex,,O-5,L1,O-5L1,2024-06-23
4.75,5.05,3.00,forb,fern,,,O-5,L1,O-5L1,2024-06-23
5.95,6.30,2.00,shrub,broadleaf_shrub,Quercus,,O-5,L1,O-5L1,2024-06-23
7.35,7.55,4.00,shrub,saw_palmetto,,,O-5,L1,O-5L1,2024-06-23
8.65,9.10,4.00,shrub,saw_palmetto,,,O-5,L1,O-5L1,2024-06-23
11.70,13.00,4.00,forb,fern,,,O-5,L1,O-5L1,2024-06-23
15.00,15.30,3.50,forb,fern,,,O-5,L1,O-5L1,2024-06-23
16.10,16.30,2.50,shrub,broadleaf_shrub,Vaccinium,,O-5,L1,O-5L1,2024-06-23
18.70,19.20,3.50,shrub,broadleaf_shrub,,,O-5,L1,O-5L1,2024-06-23
19.70,20.00,4.00,forb,fern,Illex/Vaccinium,,O-5,L1,O-5L1,2024-06-23
0.70,1.00,3.00,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
1.70,2.00,4.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L4,O-6L4,2024-06-23
2.20,2.50,3.50,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L4,O-6L4,2024-06-23
3.15,3.40,3.30,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
3.70,4.25,5.00,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
4.35,5.00,5.00,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
5.30,6.90,5.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L4,O-6L4,2024-06-23
7.50,7.75,4.50,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
9.60,10.05,4.00,shrub,broadleaf_shrub,Illex,,O-6,L4,O-6L4,2024-06-23
11.65,11.90,3.50,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L4,O-6L4,2024-06-23
12.65,12.80,2.50,shrub,broadleaf_shrub,Vaccinium,,O-6,L4,O-6L4,2024-06-23
13.05,13.55,2.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L4,O-6L4,2024-06-23
13.75,15.75,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L4,O-6L4,2024-06-23
15.90,18.00,4.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L4,O-6L4,2024-06-23
18.20,20.00,5.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L4,O-6L4,2024-06-23
0.45,0.85,3.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L3,O-6L3,2024-06-23
2.15,2.40,3.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
2.50,2.70,3.50,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
3.20,3.40,2.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
4.00,4.40,7.00,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
5.30,5.50,4.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
5.70,6.20,8.00,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
6.80,7.30,5.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
7.90,8.10,3.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
8.11,8.35,5.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
8.40,8.60,4.00,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
8.61,8.80,3.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
9.80,10.40,3.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L3,O-6L3,2024-06-23
10.75,10.95,4.00,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
10.96,11.25,2.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
11.70,12.35,3.00,forb,fern,,,O-6,L3,O-6L3,2024-06-23
12.45,13.90,3.50,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L3,O-6L3,2024-06-23
14.20,14.55,4.50,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
14.70,14.90,4.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
14.91,15.30,2.50,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
15.40,15.80,5.50,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
15.90,16.15,5.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
16.40,16.80,3.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L3,O-6L3,2024-06-23
17.00,17.35,4.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
17.55,18.15,5.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
18.80,19.10,4.00,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
19.50,19.79,3.50,shrub,broadleaf_shrub,Illex,,O-6,L3,O-6L3,2024-06-23
19.80,20.00,4.00,shrub,saw_palmetto,,,O-6,L3,O-6L3,2024-06-23
0.60,1.60,4.50,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
1.90,2.30,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L2,O-6L2,2024-06-23
3.10,3.40,4.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
3.55,3.75,3.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
3.95,4.70,3.50,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L2,O-6L2,2024-06-23
4.95,5.35,4.50,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
5.65,5.95,4.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
6.90,7.45,5.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
7.50,7.90,5.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
8.50,9.80,4.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia/Aronia,,O-6,L2,O-6L2,2024-06-23
10.40,11.10,4.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia/Aronia,,O-6,L2,O-6L2,2024-06-23
11.35,11.95,4.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
12.50,12.90,4.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
13.40,13.60,4.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
13.95,14.50,3.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
16.05,16.35,5.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
17.85,18.45,5.50,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
18.55,18.75,4.50,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
18.95,19.20,4.50,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
19.30,19.80,6.00,shrub,broadleaf_shrub,Illex,,O-6,L2,O-6L2,2024-06-23
0.50,1.00,4.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L1,O-6L1,2024-06-23
1.25,1.45,2.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L1,O-6L1,2024-06-23
1.46,1.90,3.50,shrub,broadleaf_shrub,Illex,,O-6,L1,O-6L1,2024-06-23
2.95,3.50,3.50,shrub,broadleaf_shrub,Illex,,O-6,L1,O-6L1,2024-06-23
3.70,3.90,3.00,shrub,broadleaf_shrub,Illex,,O-6,L1,O-6L1,2024-06-23
3.40,3.60,4.00,shrub,broadleaf_shrub,Illex,,O-6,L1,O-6L1,2024-06-23
5.30,5.90,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
6.20,7.45,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
7.80,8.30,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
8.60,9.40,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
10.20,10.50,8.00,shrub,saw_palmetto,,,O-6,L1,O-6L1,2024-06-23
10.55,11.00,4.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-6,L1,O-6L1,2024-06-23
11.50,12.10,7.50,shrub,saw_palmetto,,,O-6,L1,O-6L1,2024-06-23
12.11,12.40,3.00,shrub,broadleaf_shrub,Vaccinium,,O-6,L1,O-6L1,2024-06-23
12.60,13.20,5.50,shrub,saw_palmetto,,,O-6,L1,O-6L1,2024-06-23
13.80,14.05,3.00,forb,fern,,,O-6,L1,O-6L1,2024-06-23
14.15,14.95,7.00,shrub,saw_palmetto,,,O-6,L1,O-6L1,2024-06-23
15.20,15.55,4.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
15.95,16.65,3.50,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
16.70,17.30,3.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
17.50,17.90,2.50,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
18.10,18.60,2.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
18.80,19.80,2.00,shrub,broadleaf_shrub,Illex/Vaccinium/Gaylussacia,,O-6,L1,O-6L1,2024-06-23
0.00,0.30,3.00,forb,forb_other,,,T-19,L4,T-19L4,2024-05-22
0.70,1.25,1.30,grass,grass_other,,,T-19,L4,T-19L4,2024-05-22
1.26,1.60,5.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
2.25,2.50,4.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
3.00,3.60,5.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
3.80,4.70,6.50,forb,fern,,,T-19,L4,T-19L4,2024-05-22
5.05,5.35,5.50,forb,fern,,,T-19,L4,T-19L4,2024-05-22
5.36,6.10,4.00,grass,grass_other,,,T-19,L4,T-19L4,2024-05-22
6.40,6.80,7.50,forb,fern,,,T-19,L4,T-19L4,2024-05-22
9.20,9.50,4.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
9.51,9.75,4.00,grass,grass_other,,,T-19,L4,T-19L4,2024-05-22
10.25,10.55,5.50,forb,fern,,,T-19,L4,T-19L4,2024-05-22
11.05,12.10,6.00,forb,fern,,,T-19,L4,T-19L4,2024-05-22
12.45,12.90,12.00,conifer,pine,,,T-19,L4,T-19L4,2024-05-22
13.15,13.45,6.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
14.80,15.25,5.50,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
15.30,16.90,8.00,forb,fern,,,T-19,L4,T-19L4,2024-05-22
16.60,18.00,4.50,grass,grass_other,,,T-19,L4,T-19L4,2024-05-22
18.20,18.80,5.00,grass,bluestem,,,T-19,L4,T-19L4,2024-05-22
18.90,20.00,6.50,forb,fern,,,T-19,L4,T-19L4,2024-05-22
0.00,1.00,3.00,forb,forb_other,,,T-19,L3,T-19L3,2024-05-22
1.30,1.90,5.00,grass,bluestem,,,T-19,L3,T-19L3,2024-05-22
2.00,2.30,4.00,grass,bluestem,,,T-19,L3,T-19L3,2024-05-22
2.35,2.70,5.50,grass,grass_other,,,T-19,L3,T-19L3,2024-05-22
2.90,3.50,6.00,forb,fern,,,T-19,L3,T-19L3,2024-05-22
4.05,4.30,4.00,forb,fern,,,T-19,L3,T-19L3,2024-05-22
4.31,4.55,4.50,grass,bluestem,,,T-19,L3,T-19L3,2024-05-22
4.56,4.80,5.00,grass,grass_other,,,T-19,L3,T-19L3,2024-05-22
4.90,5.20,6.00,shrub,broadleaf_shrub,,,T-19,L3,T-19L3,2024-05-22
5.65,6.10,9.00,forb,fern,,,T-19,L3,T-19L3,2024-05-22
6.45,7.90,6.50,forb,fern,,,T-19,L3,T-19L3,2024-05-22
8.30,8.80,4.50,grass,bluestem,,,T-19,L3,T-19L3,2024-05-22
9.50,9.90,4.00,grass,bluestem,,,T-19,L3,T-19L3,2024-05-22
10.40,10.80,4.50,forb,fern,,,T-19,L3,T-19L3,2024-05-22
11.00,12.15,6.00,forb,fern,,,T-19,L3,T-19L3,2024-05-22
12.30,13.20,6.50,forb,fern,,,T-19,L3,T-19L3,2024-05-22
13.80,14.55,6.00,forb,fern,,,T-19,L3,T-19L3,2024-05-22
15.20,15.50,5.50,forb,fern,,,T-19,L3,T-19L3,2024-05-22
18.90,20.00,5.50,forb,fern,,,T-19,L3,T-19L3,2024-05-22
0.00,1.00,2.50,forb ,forb_other,,,T-19,L2,T-19L2,2024-05-22
1.20,1.90,4.50,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
2.00,3.20,5.50,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
5.10,5.60,4.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
5.61,6.35,4.50,grass,grass_other,,,T-19,L2,T-19L2,2024-05-22
6.50,8.20,3.50,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
8.50,9.00,5.50,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
9.01,9.40,4.00,forb ,forb_other,,,T-19,L2,T-19L2,2024-05-22
9.41,10.80,4.00,grass,grass_other,,,T-19,L2,T-19L2,2024-05-22
11.60,12.00,3.00,forb ,forb_other,,,T-19,L2,T-19L2,2024-05-22
12.80,13.20,5.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
13.21,13.80,5.00,grass,grass_other,,,T-19,L2,T-19L2,2024-05-22
14.30,14.50,3.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
16.70,16.95,5.50,grass,grass_other,,,T-19,L2,T-19L2,2024-05-22
16.96,17.20,5.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
17.21,17.45,6.50,shrub,broadleaf_shrub,Hypericum,,T-19,L2,T-19L2,2024-05-22
17.70,18.20,5.50,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
18.21,18.81,5.00,grass,grass_other,,,T-19,L2,T-19L2,2024-05-22
18.90,19.60,5.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
19.80,20.00,3.00,grass,bluestem,,,T-19,L2,T-19L2,2024-05-22
0.00,0.60,2.00,forb,forb_other,,,T-19,L1,T-19L1,2024-05-22
0.90,1.30,3.50,forb,forb_other,,,T-19,L1,T-19L1,2024-05-22
2.15,2.90,3.00,forb,forb_other,,,T-19,L1,T-19L1,2024-05-22
4.60,4.90,4.00,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
5.30,6.00,10.50,shrub,broadleaf_shrub,Illex ,glabra,T-19,L1,T-19L1,2024-05-22
6.01,6.60,5.00,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
6.61,6.90,5.50,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
6.96,8.00,13.00,conifer,pine,,,T-19,L1,T-19L1,2024-05-22
8.90,9.20,5.00,forb,fern,,,T-19,L1,T-19L1,2024-05-22
9.65,10.05,5.00,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
10.10,10.55,5.00,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
10.60,10.80,6.00,forb,fern,,,T-19,L1,T-19L1,2024-05-22
10.81,11.10,6.00,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
11.11,11.50,6.00,forb,fern,,,T-19,L1,T-19L1,2024-05-22
11.75,11.90,4.00,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
11.91,12.15,6.50,forb,fern,,,T-19,L1,T-19L1,2024-05-22
12.30,12.60,4.00,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
12.75,13.30,4.50,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
13.90,14.80,3.50,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
15.90,16.40,4.50,grass,bluestem,,,T-19,L1,T-19L1,2024-05-22
16.60,18.00,6.00,grass,grass_other,,,T-19,L1,T-19L1,2024-05-22
19.00,20.00,13.00,conifer,pine,,,T-19,L1,T-19L1,2024-05-22
1.05,1.60,1.55,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
3.60,4.20,3.00,forb,forb_other,,,M-9,L4,M-9L4,2024-05-21
5.00,5.20,6.00,shrub,broadleaf_shrub,Rubus,,M-9,L4,M-9L4,2024-05-21
5.90,6.05,3.00,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
7.25,7.80,3.00,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
8.30,8.90,5.00,shrub,broadleaf_shrub,Rubus,,M-9,L4,M-9L4,2024-05-21
9.80,10.30,8.00,shrub,broadleaf_shrub,Rubus,,M-9,L4,M-9L4,2024-05-21
10.31,10.55,5.50,forb,forb_other,,,M-9,L4,M-9L4,2024-05-21
11.75,12.10,4.00,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
12.55,12.75,3.00,forb,forb_other,,,M-9,L4,M-9L4,2024-05-21
12.76,13.00,3.50,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
13.70,13.95,4.50,shrub,broadleaf_shrub,Rubus,,M-9,L4,M-9L4,2024-05-21
14.70,15.05,5.00,shrub,broadleaf_shrub,Rubus,,M-9,L4,M-9L4,2024-05-21
15.10,15.40,4.50,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
15.60,15.85,4.00,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
16.50,16.70,3.00,forb,forb_other,,,M-9,L4,M-9L4,2024-05-21
16.71,17.50,5.00,shrub,broadleaf_vine,,,M-9,L4,M-9L4,2024-05-21
17.40,17.60,6.00,grass,grass_other,,,M-9,L4,M-9L4,2024-05-21
17.70,18.40,7.00,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
18.00,19.30,4.50,grass,grass_other,,,M-9,L4,M-9L4,2024-05-21
19.50,19.90,4.50,grass,bluestem,,,M-9,L4,M-9L4,2024-05-21
0.55,1.45,6.00,shrub,broadleaf_vine,,,M-9,L3,M-9L3,2024-05-21
3.40,4.10,4.00,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
4.35,4.65,4.00,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
5.45,6.00,5.00,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
6.30,6.55,3.50,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
6.95,7.20,4.50,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
7.85,8.35,1.50,grass,grass_other,,,M-9,L3,M-9L3,2024-05-21
9.00,9.70,2.00,forb,forb_other,,,M-9,L3,M-9L3,2024-05-21
10.10,10.55,3.00,forb,forb_other,,,M-9,L3,M-9L3,2024-05-21
10.56,10.80,3.00,grass,bluestem,,,M-9,L3,M-9L3,2024-05-21
12.05,12.40,1.00,grass,grass_other,,,M-9,L3,M-9L3,2024-05-21
12.55,12.80,6.00,grass,grass_other,,,M-9,L3,M-9L3,2024-05-21
14.20,14.60,1.00,grass,grass_other,,,M-9,L3,M-9L3,2024-05-21
15.40,15.60,1.00,grass,grass_other,,,M-9,L3,M-9L3,2024-05-21
17.20,17.50,4.00,shrub,broadleaf_shrub,Rubus,,M-9,L3,M-9L3,2024-05-21
